Country,Year,Sex,Age,Value
Andorra,2022,Female,75,1088
Andorra,2022,Female,80,722
Andorra,2022,Female,85,533
Andorra,2022,Female,90,302
Andorra,2022,Female,95,98
Bangladesh,2022,Both Sexes,Total,169828921
Andorra,2021,Male,0,1315
Andorra,2021,Male,5,1816
Andorra,2021,Male,10,2146
Andorra,2021,Male,15,2100
Andorra,2021,Male,20,2314
Andorra,2021,Male,25,2464
Andorra,2021,Male,30,2654
Andorra,2021,Male,35,3012
Andorra,2021,Male,40,3384
Andorra,2021,Male,45,3717
Andorra,2021,Male,50,3555
Andorra,2021,Male,55,3293
Andorra,2021,Male,60,2544
Andorra,2021,Male,65,1860
Andorra,2021,Male,70,1442
Andorra,2021,Male,75,1024
Andorra,2021,Male,80,563
Andorra,2021,Male,85,337
Andorra,2021,Male,90,158
Andorra,2021,Male,95,42
Andorra,2021,Female,0,1235
Andorra,2021,Female,5,1789
Andorra,2021,Female,10,2029
Andorra,2021,Female,15,1973
Andorra,2021,Female,20,2005
Andorra,2021,Female,25,2174
Andorra,2021,Female,30,2513
Andorra,2021,Female,35,2962
Andorra,2021,Female,40,3418
Andorra,2021,Female,45,3645
Andorra,2021,Female,50,3323
Andorra,2021,Female,55,3045
Andorra,2021,Female,60,2354
Andorra,2021,Female,65,1745
Andorra,2021,Female,70,1402
Andorra,2021,Female,75,1028
Andorra,2021,Female,80,740
Andorra,2021,Female,85,508
Andorra,2021,Female,90,294
Andorra,2021,Female,95,93
Belgium,2022,Both Sexes,Total,11617623
Antigua and Barbuda,2021,Male,0,3534
Antigua and Barbuda,2021,Male,15,3473
Antigua and Barbuda,2021,Male,20,3961
Antigua and Barbuda,2021,Male,25,3892
Antigua and Barbuda,2021,Male,30,3511
Antigua and Barbuda,2021,Male,35,3348
Antigua and Barbuda,2021,Male,40,3280
Antigua and Barbuda,2021,Male,45,3174
Antigua and Barbuda,2021,Male,50,3152
Antigua and Barbuda,2021,Male,55,2819
Antigua and Barbuda,2021,Male,60,2247
Antigua and Barbuda,2021,Male,65,1532
Antigua and Barbuda,2021,Male,70,1095
Antigua and Barbuda,2021,Male,75,698
Antigua and Barbuda,2021,Male,80,674
Antigua and Barbuda,2021,Female,0,3464
Antigua and Barbuda,2021,Female,15,3387
Antigua and Barbuda,2021,Female,20,3944
Antigua and Barbuda,2021,Female,25,3930
Antigua and Barbuda,2021,Female,30,3795
Antigua and Barbuda,2021,Female,35,3815
Antigua and Barbuda,2021,Female,40,3749
Antigua and Barbuda,2021,Female,45,3850
Antigua and Barbuda,2021,Female,50,3662
Antigua and Barbuda,2021,Female,55,3345
Antigua and Barbuda,2021,Female,60,2627
Antigua and Barbuda,2021,Female,65,1834
Antigua and Barbuda,2021,Female,70,1379
Antigua and Barbuda,2021,Female,75,920
Antigua and Barbuda,2021,Female,80,1086
Bermuda,2022,Both Sexes,Total,64031
Argentina,2022,Male,0,1895625
Argentina,2022,Male,5,1927829
Argentina,2022,Male,10,1889665
Argentina,2022,Male,15,1799318
Argentina,2022,Male,20,1787527
Argentina,2022,Male,25,1797074
Argentina,2022,Male,30,1714814
Argentina,2022,Male,35,1585523
Argentina,2022,Male,40,1541466
Argentina,2022,Male,45,1393195
Argentina,2022,Male,50,1160244
Argentina,2022,Male,55,1024448
Argentina,2022,Male,60,917812
Argentina,2022,Male,65,782388
Argentina,2022,Male,70,620705
Argentina,2022,Male,75,428705
Argentina,2022,Male,80,251592
Argentina,2022,Male,85,125828
Argentina,2022,Male,90,49884
Argentina,2022,Male,95,13448
Argentina,2022,Male,100,2388
Argentina,2022,Female,0,1788154
Argentina,2022,Female,5,1819781
Argentina,2022,Female,10,1780891
Argentina,2022,Female,15,1711871
Argentina,2022,Female,20,1726877
Argentina,2022,Female,25,1766751
Argentina,2022,Female,30,1717162
Argentina,2022,Female,35,1609026
Argentina,2022,Female,40,1581282
Argentina,2022,Female,45,1448119
Argentina,2022,Female,50,1227215
Argentina,2022,Female,55,1111001
Argentina,2022,Female,60,1031977
Argentina,2022,Female,65,925866
Argentina,2022,Female,70,792710
Argentina,2022,Female,75,614243
Argentina,2022,Female,80,425309
Argentina,2022,Female,85,261181
Argentina,2022,Female,90,131324
Argentina,2022,Female,95,44842
Argentina,2022,Female,100,9770
Botswana,2022,Both Sexes,Total,2358613
Argentina,2021,Male,0,1903318
Argentina,2021,Male,5,1032305
Argentina,2021,Male,10,1864856
Argentina,2021,Male,15,1794858
Argentina,2021,Male,20,1789776
Argentina,2021,Male,25,1794010
Argentina,2021,Male,30,1688207
Argentina,2021,Male,35,1570184
Argentina,2021,Male,40,1534504
Argentina,2021,Male,45,1348259
Argentina,2021,Male,50,1130091
Argentina,2021,Male,55,1016281
Argentina,2021,Male,60,906232
Argentina,2021,Male,65,770680
Argentina,2021,Male,70,606352
Argentina,2021,Male,75,413472
Argentina,2021,Male,80,243602
Argentina,2021,Male,85,122829
Argentina,2021,Male,90,48175
Argentina,2021,Male,95,12686
Argentina,2021,Male,100,2141
Argentina,2021,Female,0,1795495
Argentina,2021,Female,5,1824132
Argentina,2021,Female,10,1757750
Argentina,2021,Female,15,1711879
Argentina,2021,Female,20,1733273
Argentina,2021,Female,25,1768941
Argentina,2021,Female,30,1695145
Argentina,2021,Female,35,1595472
Argentina,2021,Female,40,1576380
Argentina,2021,Female,45,1403688
Argentina,2021,Female,50,1196946
Argentina,2021,Female,55,1103603
Argentina,2021,Female,60,1019890
Argentina,2021,Female,65,912903
Argentina,2021,Female,70,775868
Argentina,2021,Female,75,594442
Argentina,2021,Female,80,414554
Argentina,2021,Female,85,256161
Argentina,2021,Female,90,128302
Argentina,2021,Female,95,42270
Argentina,2021,Female,100,8835
Bulgaria,2022,Both Sexes,Total,6838937
Armenia,2021,Male,0,97561
Armenia,2021,Male,5,110685
Armenia,2021,Male,10,108799
Armenia,2021,Male,15,91726
Armenia,2021,Male,20,85950
Armenia,2021,Male,25,104359
Armenia,2021,Male,30,125707
Armenia,2021,Male,35,116293
Armenia,2021,Male,40,93630
Armenia,2021,Male,45,76614
Armenia,2021,Male,50,70201
Armenia,2021,Male,55,84066
Armenia,2021,Male,60,86517
Armenia,2021,Male,65,59670
Armenia,2021,Male,70,35856
Armenia,2021,Male,75,17093
Armenia,2021,Male,80,21629
Armenia,2021,Male,85,11751
Armenia,2021,Female,0,88268
Armenia,2021,Female,5,97631
Armenia,2021,Female,10,95506
Armenia,2021,Female,15,80419
Armenia,2021,Female,20,81056
Armenia,2021,Female,25,114047
Armenia,2021,Female,30,139946
Armenia,2021,Female,35,130872
Armenia,2021,Female,40,106466
Armenia,2021,Female,45,92311
Armenia,2021,Female,50,89308
Armenia,2021,Female,55,109546
Armenia,2021,Female,60,112832
Armenia,2021,Female,65,83060
Armenia,2021,Female,70,56243
Armenia,2021,Female,75,28575
Armenia,2021,Female,80,39899
Armenia,2021,Female,85,19159
Canada,2022,Both Sexes,Total,38929902
Aruba,2021,Male,0,2651.848206
Aruba,2021,Male,5,3173.952551
Aruba,2021,Male,10,3414.561517
Aruba,2021,Male,15,3550.639929
Aruba,2021,Male,20,2785.752883
Aruba,2021,Male,25,2945.184826
Aruba,2021,Male,30,3177.143471
Aruba,2021,Male,35,3206.381504
Aruba,2021,Male,40,3283.74742
Aruba,2021,Male,45,3399.866539
Aruba,2021,Male,50,3800.430519
Aruba,2021,Male,55,4017.727413
Aruba,2021,Male,60,3683.297617
Aruba,2021,Male,65,2954.214524
Aruba,2021,Male,70,2112.375453
Aruba,2021,Male,75,1321.735632
Aruba,2021,Male,80,816.9510356
Aruba,2021,Male,85,347.0931481
Aruba,2021,Male,90,122.1726444
Aruba,2021,Male,95,29.50512688
Aruba,2021,Male,100,7.570619375
Aruba,2021,Female,0,2455.087956
Aruba,2021,Female,5,3045.279373
Aruba,2021,Female,10,3378.584275
Aruba,2021,Female,15,3301.486839
Aruba,2021,Female,20,2591.596267
Aruba,2021,Female,25,3048.459074
Aruba,2021,Female,30,3455.978717
Aruba,2021,Female,35,3715.691314
Aruba,2021,Female,40,3993.340449
Aruba,2021,Female,45,4059.198993
Aruba,2021,Female,50,4595.668097
Aruba,2021,Female,55,4720.046511
Aruba,2021,Female,60,4463.706349
Aruba,2021,Female,65,3576.273796
Aruba,2021,Female,70,2573.005137
Aruba,2021,Female,75,1780.511578
Aruba,2021,Female,80,1169.155617
Aruba,2021,Female,85,676.5462331
Aruba,2021,Female,90,229.0886656
Aruba,2021,Female,95,71.53771125
Aruba,2021,Female,100,12.97190125
Australia,2022,Male,5,829121
Australia,2022,Male,10,841841
Australia,2022,Male,100,1358
Australia,2022,Female,5,782330
Australia,2022,Female,10,796472
Australia,2022,Female,100,4823
Chile,2022,Both Sexes,Total,976240
Australia,2021,Male,0,776290
Australia,2021,Male,15,762032
Australia,2021,Male,20,837110
Australia,2021,Male,25,918413
Australia,2021,Male,30,940528
Australia,2021,Male,35,928244
Australia,2021,Male,40,815889
Australia,2021,Male,45,817302
Australia,2021,Male,50,794156
Australia,2021,Male,55,762539
Australia,2021,Male,60,711192
Australia,2021,Male,65,617537
Australia,2021,Male,70,554692
Australia,2021,Male,75,387842
Australia,2021,Male,80,249962
Australia,2021,Male,85,135745
Australia,2021,Male,90,58779
Australia,2021,Male,95,13212
Australia,2021,Male,100,1081
Australia,2021,Female,0,733669
Australia,2021,Female,15,717600
Australia,2021,Female,20,786274
Australia,2021,Female,25,903618
Australia,2021,Female,30,959092
Australia,2021,Female,35,939143
Australia,2021,Female,40,838611
Australia,2021,Female,45,832733
Australia,2021,Female,50,817398
Australia,2021,Female,55,787968
Australia,2021,Female,60,753833
Australia,2021,Female,65,662606
Australia,2021,Female,70,592081
Australia,2021,Female,75,419353
Australia,2021,Female,80,295446
Australia,2021,Female,85,187559
Australia,2021,Female,90,102202
Australia,2021,Female,95,31463
Australia,2021,Female,100,4219
"China, Hong Kong SAR",2022,Both Sexes,Total,827115
Azerbaijan,2022,Male,0,350235
Azerbaijan,2022,Male,5,444501
Azerbaijan,2022,Male,10,408822
Azerbaijan,2022,Male,15,330889
Azerbaijan,2022,Male,20,349122
Azerbaijan,2022,Male,25,433208
Azerbaijan,2022,Male,30,467464
Azerbaijan,2022,Male,35,424767
Azerbaijan,2022,Male,40,361345
Azerbaijan,2022,Male,45,296954
Azerbaijan,2022,Male,50,300391
Azerbaijan,2022,Male,55,296215
Azerbaijan,2022,Male,60,268312
Azerbaijan,2022,Male,65,156738
Azerbaijan,2022,Male,70,88790
Azerbaijan,2022,Male,75,34278
Azerbaijan,2022,Male,80,36924
Azerbaijan,2022,Male,85,17083
Azerbaijan,2022,Male,90,6259
Azerbaijan,2022,Male,95,1866
Azerbaijan,2022,Male,100,357
Azerbaijan,2022,Female,0,307165
Azerbaijan,2022,Female,5,273771
Azerbaijan,2022,Female,10,280328
Azerbaijan,2022,Female,15,290337
Azerbaijan,2022,Female,20,311913
Azerbaijan,2022,Female,25,405099
Azerbaijan,2022,Female,30,469693
Azerbaijan,2022,Female,35,440412
Azerbaijan,2022,Female,40,366034
Azerbaijan,2022,Female,45,317276
Azerbaijan,2022,Female,50,332487
Azerbaijan,2022,Female,55,338355
Azerbaijan,2022,Female,60,305629
Azerbaijan,2022,Female,65,191059
Azerbaijan,2022,Female,70,117867
Azerbaijan,2022,Female,75,50360
Azerbaijan,2022,Female,80,59091
Azerbaijan,2022,Female,85,27215
Azerbaijan,2022,Female,90,8859
Azerbaijan,2022,Female,95,2461
Azerbaijan,2022,Female,100,666
"China, Macao SAR",2022,Both Sexes,Total,164700
Azerbaijan,2021,Male,0,374482
Azerbaijan,2021,Male,5,387264
Azerbaijan,2021,Male,10,387758
Azerbaijan,2021,Male,15,332918
Azerbaijan,2021,Male,20,362992
Azerbaijan,2021,Male,25,447634
Azerbaijan,2021,Male,30,465443
Azerbaijan,2021,Male,35,411619
Azerbaijan,2021,Male,40,349144
Azerbaijan,2021,Male,45,292138
Azerbaijan,2021,Male,50,304707
Azerbaijan,2021,Male,55,299103
Azerbaijan,2021,Male,60,256944
Azerbaijan,2021,Male,65,143458
Azerbaijan,2021,Male,70,82149
Azerbaijan,2021,Male,75,33434
Azerbaijan,2021,Male,80,40080
Azerbaijan,2021,Male,85,15227
Azerbaijan,2021,Male,90,6155
Azerbaijan,2021,Male,95,1604
Azerbaijan,2021,Male,100,554
Azerbaijan,2021,Female,0,329332
Azerbaijan,2021,Female,5,377011
Azerbaijan,2021,Female,10,375401
Azerbaijan,2021,Female,15,291633
Azerbaijan,2021,Female,20,327461
Azerbaijan,2021,Female,25,421838
Azerbaijan,2021,Female,30,473959
Azerbaijan,2021,Female,35,424264
Azerbaijan,2021,Female,40,355192
Azerbaijan,2021,Female,45,314473
Azerbaijan,2021,Female,50,338499
Azerbaijan,2021,Female,55,339786
Azerbaijan,2021,Female,60,292394
Azerbaijan,2021,Female,65,175208
Azerbaijan,2021,Female,70,109394
Azerbaijan,2021,Female,75,49929
Azerbaijan,2021,Female,80,63477
Azerbaijan,2021,Female,85,22939
Azerbaijan,2021,Female,90,9225
Azerbaijan,2021,Female,95,2159
Azerbaijan,2021,Female,100,1240
Costa Rica,2022,Both Sexes,Total,30900
Croatia,2022,Both Sexes,Total,1990
Belgium,2022,Male,0,305029
Belgium,2022,Male,5,364440
Belgium,2022,Male,10,369516
Belgium,2022,Male,15,336045
Belgium,2022,Male,20,346036
Belgium,2022,Male,25,368871
Belgium,2022,Male,30,385388
Belgium,2022,Male,35,374036
Belgium,2022,Male,40,381824
Belgium,2022,Male,45,375887
Belgium,2022,Male,50,396591
Belgium,2022,Male,55,404291
Belgium,2022,Male,60,369183
Belgium,2022,Male,65,312485
Belgium,2022,Male,70,264040
Belgium,2022,Male,75,190261
Belgium,2022,Male,80,126608
Belgium,2022,Male,85,78447
Belgium,2022,Male,90,30019
Belgium,2022,Male,95,5427
Belgium,2022,Male,100,213
Belgium,2022,Male,100,422
Belgium,2022,Female,0,292439
Belgium,2022,Female,5,261495
Belgium,2022,Female,10,266457
Belgium,2022,Female,15,316875
Belgium,2022,Female,20,330973
Belgium,2022,Female,25,362043
Belgium,2022,Female,30,384312
Belgium,2022,Female,35,374306
Belgium,2022,Female,40,378985
Belgium,2022,Female,45,367752
Belgium,2022,Female,50,387196
Belgium,2022,Female,55,399039
Belgium,2022,Female,60,376857
Belgium,2022,Female,65,332667
Belgium,2022,Female,70,295231
Belgium,2022,Female,75,231095
Belgium,2022,Female,80,178220
Belgium,2022,Female,85,134662
Belgium,2022,Female,90,69389
Belgium,2022,Female,95,18374
Belgium,2022,Female,100,979
Belgium,2022,Female,100,2135
Cuba,2022,Both Sexes,Total,144345
Bermuda,2022,Male,0,1367
Bermuda,2022,Male,5,1294
Bermuda,2022,Male,10,1291
Bermuda,2022,Male,15,1635
Bermuda,2022,Male,20,1554
Bermuda,2022,Male,25,1423
Bermuda,2022,Male,30,1582
Bermuda,2022,Male,35,2059
Bermuda,2022,Male,40,2208
Bermuda,2022,Male,45,2355
Bermuda,2022,Male,50,2483
Bermuda,2022,Male,55,2626
Bermuda,2022,Male,60,2449
Bermuda,2022,Male,65,1974
Bermuda,2022,Male,70,1517
Bermuda,2022,Male,75,1108
Bermuda,2022,Male,80,682
Bermuda,2022,Male,85,582
Bermuda,2022,Female,0,1350
Bermuda,2022,Female,5,1287
Bermuda,2022,Female,10,1283
Bermuda,2022,Female,15,1539
Bermuda,2022,Female,20,1632
Bermuda,2022,Female,25,1489
Bermuda,2022,Female,30,1737
Bermuda,2022,Female,35,2182
Bermuda,2022,Female,40,2340
Bermuda,2022,Female,45,2282
Bermuda,2022,Female,50,2416
Bermuda,2022,Female,55,2642
Bermuda,2022,Female,60,2808
Bermuda,2022,Female,65,2392
Bermuda,2022,Female,70,1874
Bermuda,2022,Female,75,1427
Bermuda,2022,Female,80,994
Bermuda,2022,Female,85,1058
Curaçao,2022,Both Sexes,Total,153445
Bermuda,2021,Male,0,1400
Bermuda,2021,Male,5,1306
Bermuda,2021,Male,10,1316
Bermuda,2021,Male,15,1648
Bermuda,2021,Male,20,1519
Bermuda,2021,Male,25,1438
Bermuda,2021,Male,30,1639
Bermuda,2021,Male,35,2136
Bermuda,2021,Male,40,2235
Bermuda,2021,Male,45,2409
Bermuda,2021,Male,50,2492
Bermuda,2021,Male,55,2639
Bermuda,2021,Male,60,2403
Bermuda,2021,Male,65,1927
Bermuda,2021,Male,70,1450
Bermuda,2021,Male,75,1055
Bermuda,2021,Male,80,644
Bermuda,2021,Male,85,566
Bermuda,2021,Female,0,1381
Bermuda,2021,Female,5,1280
Bermuda,2021,Female,10,1328
Bermuda,2021,Female,15,1524
Bermuda,2021,Female,20,1627
Bermuda,2021,Female,25,1509
Bermuda,2021,Female,30,1799
Bermuda,2021,Female,35,2268
Bermuda,2021,Female,40,2324
Bermuda,2021,Female,45,2306
Bermuda,2021,Female,50,2446
Bermuda,2021,Female,55,2703
Bermuda,2021,Female,60,2797
Bermuda,2021,Female,65,2288
Bermuda,2021,Female,70,1786
Bermuda,2021,Female,75,1366
Bermuda,2021,Female,80,967
Bermuda,2021,Female,85,1030
Czechia,2022,Both Sexes,Total,338129
Botswana,2022,Male,0,139613
Botswana,2022,Male,15,121951
Botswana,2022,Male,20,113145
Botswana,2022,Male,25,117735
Botswana,2022,Male,30,98330
Botswana,2022,Male,35,79621
Botswana,2022,Male,40,56738
Botswana,2022,Male,45,44073
Botswana,2022,Male,50,34603
Botswana,2022,Male,55,28351
Botswana,2022,Male,60,20179
Botswana,2022,Male,65,14244
Botswana,2022,Male,70,11011
Botswana,2022,Male,75,8109
Botswana,2022,Male,80,5672
Botswana,2022,Male,85,3287
Botswana,2022,Male,90,1602
Botswana,2022,Male,95,4572
Botswana,2022,Female,0,135913
Botswana,2022,Female,15,123623
Botswana,2022,Female,20,120324
Botswana,2022,Female,25,124475
Botswana,2022,Female,30,100398
Botswana,2022,Female,35,77940
Botswana,2022,Female,40,58971
Botswana,2022,Female,45,51793
Botswana,2022,Female,50,42738
Botswana,2022,Female,55,34639
Botswana,2022,Female,60,23621
Botswana,2022,Female,65,18094
Botswana,2022,Female,70,14935
Botswana,2022,Female,75,12749
Botswana,2022,Female,80,9738
Botswana,2022,Female,85,6328
Botswana,2022,Female,90,2969
Botswana,2022,Female,95,4266
Denmark,2022,Both Sexes,Total,33
Brunei Darussalam,2021,Male,0,14258
Brunei Darussalam,2021,Male,5,13240
Brunei Darussalam,2021,Male,10,13296
Brunei Darussalam,2021,Male,15,17365
Brunei Darussalam,2021,Male,20,19870
Brunei Darussalam,2021,Male,25,22698
Brunei Darussalam,2021,Male,30,22630
Brunei Darussalam,2021,Male,35,21289
Brunei Darussalam,2021,Male,40,19231
Brunei Darussalam,2021,Male,45,16463
Brunei Darussalam,2021,Male,50,13722
Brunei Darussalam,2021,Male,55,10627
Brunei Darussalam,2021,Male,60,8192
Brunei Darussalam,2021,Male,65,5902
Brunei Darussalam,2021,Male,70,3527
Brunei Darussalam,2021,Male,75,1907
Brunei Darussalam,2021,Male,80,1100
Brunei Darussalam,2021,Male,85,510
Brunei Darussalam,2021,Male,90,158
Brunei Darussalam,2021,Male,95,33
Brunei Darussalam,2021,Male,100,3
Brunei Darussalam,2021,Female,0,13097
Brunei Darussalam,2021,Female,5,12892
Brunei Darussalam,2021,Female,10,13129
Brunei Darussalam,2021,Female,15,16425
Brunei Darussalam,2021,Female,20,17229
Brunei Darussalam,2021,Female,25,18408
Brunei Darussalam,2021,Female,30,17904
Brunei Darussalam,2021,Female,35,17136
Brunei Darussalam,2021,Female,40,16232
Brunei Darussalam,2021,Female,45,15079
Brunei Darussalam,2021,Female,50,13010
Brunei Darussalam,2021,Female,55,10310
Brunei Darussalam,2021,Female,60,8625
Brunei Darussalam,2021,Female,65,6458
Brunei Darussalam,2021,Female,70,3991
Brunei Darussalam,2021,Female,75,1999
Brunei Darussalam,2021,Female,80,1425
Brunei Darussalam,2021,Female,85,652
Brunei Darussalam,2021,Female,90,176
Brunei Darussalam,2021,Female,95,45
Brunei Darussalam,2021,Female,100,8
Estonia,2022,Both Sexes,Total,1
Bulgaria,2022,Male,0,158366
Bulgaria,2022,Male,5,133910
Bulgaria,2022,Male,10,135686
Bulgaria,2022,Male,15,164495
Bulgaria,2022,Male,20,156690
Bulgaria,2022,Male,25,175975
Bulgaria,2022,Male,30,236707
Bulgaria,2022,Male,35,247449
Bulgaria,2022,Male,40,262715
Bulgaria,2022,Male,45,273905
Bulgaria,2022,Male,50,253837
Bulgaria,2022,Male,55,223145
Bulgaria,2022,Male,60,217685
Bulgaria,2022,Male,65,198969
Bulgaria,2022,Male,70,169139
Bulgaria,2022,Male,75,111898
Bulgaria,2022,Male,80,63889
Bulgaria,2022,Male,85,33628
Bulgaria,2022,Male,90,9477
Bulgaria,2022,Male,95,1344
Bulgaria,2022,Male,100,39
Bulgaria,2022,Male,100,83
Bulgaria,2022,Female,0,150008
Bulgaria,2022,Female,5,132217
Bulgaria,2022,Female,10,133461
Bulgaria,2022,Female,15,154613
Bulgaria,2022,Female,20,147841
Bulgaria,2022,Female,25,166302
Bulgaria,2022,Female,30,224726
Bulgaria,2022,Female,35,231241
Bulgaria,2022,Female,40,246276
Bulgaria,2022,Female,45,261053
