Country,Year,Sex,Age,Population
Pakistan,2018,Male,70-74,1258
Pakistan,2019,Male,70-74,1262
Pakistan,2020,Male,70-74,1263
Pakistan,2021,Male,70-74,1265
Indonesia,2018,Male,70-74,2078
Indonesia,2019,Male,70-74,2116
Indonesia,2020,Male,70-74,2153
Indonesia,2021,Male,70-74,2182
United States,2018,Male,70-74,6099
United States,2019,Male,70-74,6330
United States,2020,Male,70-74,6505
United States,2021,Male,70-74,6729
World,2022,Male,70-74,95841
China,2022,Male,70-74,25036
India,2022,Male,70-74,13216
Pakistan,2022,Male,70-74,1282
Indonesia,2022,Male,70-74,2227
United States,2022,Male,70-74,6937
World,2018,Female,70-74,93283
World,2019,Female,70-74,98478
World,2020,Female,70-74,104267
World,2021,Female,70-74,109635
China,2018,Female,70-74,21085
China,2019,Female,70-74,22679
China,2020,Female,70-74,24696
China,2021,Female,70-74,26888
India,2018,Female,70-74,11629
India,2019,Female,70-74,12194
India,2020,Female,70-74,12887
India,2021,Female,70-74,13497
Pakistan,2018,Female,70-74,1365
Pakistan,2019,Female,70-74,1400
Pakistan,2020,Female,70-74,1428
Pakistan,2021,Female,70-74,1454
Indonesia,2018,Female,70-74,2711
Indonesia,2019,Female,70-74,2739
Indonesia,2020,Female,70-74,2757
Indonesia,2021,Female,70-74,2769
United States,2018,Female,70-74,7110
United States,2019,Female,70-74,7359
United States,2020,Female,70-74,7555
United States,2021,Female,70-74,7845
World,2022,Female,70-74,114408
China,2022,Female,70-74,29300
India,2022,Female,70-74,14063
Pakistan,2022,Female,70-74,1493
Indonesia,2022,Female,70-74,2806
United States,2022,Female,70-74,8053
World,2018,Male,75-79,53566
World,2019,Male,75-79,54557
World,2020,Male,75-79,55413
World,2021,Male,75-79,56563
China,2018,Male,75-79,12389
China,2019,Male,75-79,12668
China,2020,Male,75-79,13043
China,2021,Male,75-79,13510
India,2018,Male,75-79,6610
India,2019,Male,75-79,6819
India,2020,Male,75-79,7032
India,2021,Male,75-79,7167
Pakistan,2018,Male,75-79,767
Pakistan,2019,Male,75-79,789
Pakistan,2020,Male,75-79,806
Pakistan,2021,Male,75-79,817
Indonesia,2018,Male,75-79,1351
Indonesia,2019,Male,75-79,1367
Indonesia,2020,Male,75-79,1370
Indonesia,2021,Male,75-79,1356
United States,2018,Male,75-79,4020
United States,2019,Male,75-79,4187
United States,2020,Male,75-79,4283
United States,2021,Male,75-79,4527
World,2022,Male,75-79,58705
China,2022,Male,75-79,14206
India,2022,Male,75-79,7262
Pakistan,2022,Male,75-79,826
Indonesia,2022,Male,75-79,1339
United States,2022,Male,75-79,4875
World,2018,Female,75-79,69065
World,2019,Female,75-79,69848
World,2020,Female,75-79,70672
World,2021,Female,75-79,72061
China,2018,Female,75-79,14852
China,2019,Female,75-79,15249
China,2020,Female,75-79,15774
China,2021,Female,75-79,16421
India,2018,Female,75-79,7887
India,2019,Female,75-79,8067
India,2020,Female,75-79,8264
India,2021,Female,75-79,8408
Pakistan,2018,Female,75-79,844
Pakistan,2019,Female,75-79,882
Pakistan,2020,Female,75-79,918
Pakistan,2021,Female,75-79,948
Indonesia,2018,Female,75-79,1939
Indonesia,2019,Female,75-79,1974
Indonesia,2020,Female,75-79,1995
Indonesia,2021,Female,75-79,1996
United States,2018,Female,75-79,4888
United States,2019,Female,75-79,5086
United States,2020,Female,75-79,5236
United States,2021,Female,75-79,5523
World,2022,Female,75-79,74771
China,2022,Female,75-79,17282
India,2022,Female,75-79,8530
Pakistan,2022,Female,75-79,977
Indonesia,2022,Female,75-79,1989
United States,2022,Female,75-79,5946
World,2018,Male,80-84,32831
World,2019,Male,80-84,33780
World,2020,Male,80-84,34588
World,2021,Male,80-84,35083
China,2018,Male,80-84,7673
China,2019,Male,80-84,7795
China,2020,Male,80-84,7917
China,2021,Male,80-84,8086
India,2018,Male,80-84,3671
India,2019,Male,80-84,3824
India,2020,Male,80-84,3937
India,2021,Male,80-84,3945
Pakistan,2018,Male,80-84,355
Pakistan,2019,Male,80-84,365
Pakistan,2020,Male,80-84,374
Pakistan,2021,Male,80-84,381
Indonesia,2018,Male,80-84,688
Indonesia,2019,Male,80-84,708
Indonesia,2020,Male,80-84,716
Indonesia,2021,Male,80-84,705
United States,2018,Male,80-84,2585
United States,2019,Male,80-84,2633
United States,2020,Male,80-84,2726
United States,2021,Male,80-84,2788
World,2022,Male,80-84,35445
China,2022,Male,80-84,8269
India,2022,Male,80-84,3901
Pakistan,2022,Male,80-84,390
Indonesia,2022,Male,80-84,690
United States,2022,Male,80-84,2867
World,2018,Female,80-84,48119
World,2019,Female,80-84,49386
World,2020,Female,80-84,50472
World,2021,Female,80-84,51213
China,2018,Female,80-84,10602
China,2019,Female,80-84,10707
China,2020,Female,80-84,10838
China,2021,Female,80-84,11068
India,2018,Female,80-84,4752
India,2019,Female,80-84,4940
India,2020,Female,80-84,5085
India,2021,Female,80-84,5116
Pakistan,2018,Female,80-84,414
Pakistan,2019,Female,80-84,432
Pakistan,2020,Female,80-84,450
Pakistan,2021,Female,80-84,467
Indonesia,2018,Female,80-84,1090
Indonesia,2019,Female,80-84,1129
Indonesia,2020,Female,80-84,1156
Indonesia,2021,Female,80-84,1162
United States,2018,Female,80-84,3444
United States,2019,Female,80-84,3486
United States,2020,Female,80-84,3562
United States,2021,Female,80-84,3657
World,2022,Female,80-84,51631
China,2022,Female,80-84,11340
India,2022,Female,80-84,5075
Pakistan,2022,Female,80-84,486
Indonesia,2022,Female,80-84,1159
United States,2022,Female,80-84,3787
World,2018,Male,85-89,15429
World,2019,Male,85-89,15956
World,2020,Male,85-89,16354
World,2021,Male,85-89,16646
China,2018,Male,85-89,3262
China,2019,Male,85-89,3440
China,2020,Male,85-89,3589
China,2021,Male,85-89,3721
India,2018,Male,85-89,1603
India,2019,Male,85-89,1686
India,2020,Male,85-89,1740
India,2021,Male,85-89,1719
Pakistan,2018,Male,85-89,116
Pakistan,2019,Male,85-89,119
Pakistan,2020,Male,85-89,121
Pakistan,2021,Male,85-89,121
Indonesia,2018,Male,85-89,239
Indonesia,2019,Male,85-89,248
Indonesia,2020,Male,85-89,251
Indonesia,2021,Male,85-89,243
United States,2018,Male,85-89,1615
United States,2019,Male,85-89,1604
United States,2020,Male,85-89,1560
United States,2021,Male,85-89,1563
World,2022,Male,85-89,17008
China,2022,Male,85-89,3863
India,2022,Male,85-89,1672
Pakistan,2022,Male,85-89,123
Indonesia,2022,Male,85-89,236
United States,2022,Male,85-89,1594
World,2018,Female,85-89,26822
World,2019,Female,85-89,27580
World,2020,Female,85-89,28295
World,2021,Female,85-89,28895
China,2018,Female,85-89,5549
China,2019,Female,85-89,5837
China,2020,Female,85-89,6117
China,2021,Female,85-89,6378
India,2018,Female,85-89,2148
India,2019,Female,85-89,2270
India,2020,Female,85-89,2374
India,2021,Female,85-89,2402
Pakistan,2018,Female,85-89,147
Pakistan,2019,Female,85-89,154
Pakistan,2020,Female,85-89,160
Pakistan,2021,Female,85-89,165
Indonesia,2018,Female,85-89,426
Indonesia,2019,Female,85-89,449
Indonesia,2020,Female,85-89,464
Indonesia,2021,Female,85-89,465
United States,2018,Female,85-89,2327
United States,2019,Female,85-89,2374
United States,2020,Female,85-89,2383
United States,2021,Female,85-89,2390
World,2022,Female,85-89,29499
China,2022,Female,85-89,6594
India,2022,Female,85-89,2384
Pakistan,2022,Female,85-89,171
Indonesia,2022,Female,85-89,463
United States,2022,Female,85-89,2411
World,2018,Male,90-94,4892
World,2019,Male,90-94,5184
World,2020,Male,90-94,5449
World,2021,Male,90-94,5627
China,2018,Male,90-94,842
China,2019,Male,90-94,895
China,2020,Male,90-94,946
China,2021,Male,90-94,992
India,2018,Male,90-94,498
India,2019,Male,90-94,540
India,2020,Male,90-94,570
India,2021,Male,90-94,569
Pakistan,2018,Male,90-94,18
Pakistan,2019,Male,90-94,19
Pakistan,2020,Male,90-94,20
Pakistan,2021,Male,90-94,21
Indonesia,2018,Male,90-94,52
Indonesia,2019,Male,90-94,54
Indonesia,2020,Male,90-94,55
Indonesia,2021,Male,90-94,54
United States,2018,Male,90-94,590
United States,2019,Male,90-94,607
United States,2020,Male,90-94,650
United States,2021,Male,90-94,696
World,2022,Male,90-94,5763
China,2022,Male,90-94,1042
India,2022,Male,90-94,551
Pakistan,2022,Male,90-94,22
Indonesia,2022,Male,90-94,51
United States,2022,Male,90-94,729
World,2018,Female,90-94,11030
World,2019,Female,90-94,11474
World,2020,Female,90-94,11922
World,2021,Female,90-94,12276
China,2018,Female,90-94,1977
China,2019,Female,90-94,2093
China,2020,Female,90-94,2209
China,2021,Female,90-94,2324
India,2018,Female,90-94,692
India,2019,Female,90-94,745
India,2020,Female,90-94,793
India,2021,Female,90-94,813
Pakistan,2018,Female,90-94,32
Pakistan,2019,Female,90-94,34
Pakistan,2020,Female,90-94,36
Pakistan,2021,Female,90-94,37
Indonesia,2018,Female,90-94,104
Indonesia,2019,Female,90-94,112
Indonesia,2020,Female,90-94,117
Indonesia,2021,Female,90-94,119
United States,2018,Female,90-94,1085
United States,2019,Female,90-94,1050
United States,2020,Female,90-94,1081
United States,2021,Female,90-94,1144
World,2022,Female,90-94,12574
China,2022,Female,90-94,2441
India,2022,Female,90-94,811
Pakistan,2022,Female,90-94,39
Indonesia,2022,Female,90-94,118
United States,2022,Female,90-94,1215
World,2018,Male,95-99,879
World,2019,Male,95-99,954
World,2020,Male,95-99,1014
World,2021,Male,95-99,1070
China,2018,Male,95-99,84
China,2019,Male,95-99,95
China,2020,Male,95-99,107
China,2021,Male,95-99,115
India,2018,Male,95-99,96
India,2019,Male,95-99,107
India,2020,Male,95-99,116
India,2021,Male,95-99,120
Pakistan,2018,Male,95-99,1
Pakistan,2019,Male,95-99,1
Pakistan,2020,Male,95-99,1
Pakistan,2021,Male,95-99,1
Indonesia,2018,Male,95-99,6
Indonesia,2019,Male,95-99,7
Indonesia,2020,Male,95-99,7
Indonesia,2021,Male,95-99,7
United States,2018,Male,95-99,143
United States,2019,Male,95-99,151
United States,2020,Male,95-99,149
United States,2021,Male,95-99,154
World,2022,Male,95-99,1126
China,2022,Male,95-99,124
India,2022,Male,95-99,121
Pakistan,2022,Male,95-99,1
Indonesia,2022,Male,95-99,7
United States,2022,Male,95-99,165
World,2018,Female,95-99,2779
World,2019,Female,95-99,2965
World,2020,Female,95-99,3116
World,2021,Female,95-99,3253
China,2018,Female,95-99,354
China,2019,Female,95-99,392
China,2020,Female,95-99,433
China,2021,Female,95-99,465
India,2018,Female,95-99,140
India,2019,Female,95-99,155
India,2020,Female,95-99,168
India,2021,Female,95-99,177
Pakistan,2018,Female,95-99,3
Pakistan,2019,Female,95-99,3
Pakistan,2020,Female,95-99,3
Pakistan,2021,Female,95-99,4
Indonesia,2018,Female,95-99,14
Indonesia,2019,Female,95-99,15
Indonesia,2020,Female,95-99,16
Indonesia,2021,Female,95-99,17
United States,2018,Female,95-99,359
United States,2019,Female,95-99,352
United States,2020,Female,95-99,332
United States,2021,Female,95-99,339
World,2022,Female,95-99,3379
China,2022,Female,95-99,495
India,2022,Female,95-99,180
Pakistan,2022,Female,95-99,4
Indonesia,2022,Female,95-99,17
United States,2022,Female,95-99,356
World,2018,Male,100+,88
World,2019,Male,100+,94
World,2020,Male,100+,104
World,2021,Male,100+,114
China,2018,Male,100+,2
China,2019,Male,100+,2
China,2020,Male,100+,3
China,2021,Male,100+,3
India,2018,Male,100+,13
India,2019,Male,100+,14
India,2020,Male,100+,16
India,2021,Male,100+,16
Pakistan,2018,Male,100+,1
Pakistan,2019,Male,100+,1
Pakistan,2020,Male,100+,1
Pakistan,2021,Male,100+,1
Indonesia,2018,Male,100+,1
Indonesia,2019,Male,100+,1
Indonesia,2020,Male,100+,1
Indonesia,2021,Male,100+,1
United States,2018,Male,100+,16
United States,2019,Male,100+,17
United States,2020,Male,100+,20
United States,2021,Male,100+,23
World,2022,Male,100+,122
China,2022,Male,100+,4
India,2022,Male,100+,16
Pakistan,2022,Male,100+,1
Indonesia,2022,Male,100+,1
United States,2022,Male,100+,25
World,2018,Female,100+,389
World,2019,Female,100+,411
World,2020,Female,100+,445
World,2021,Female,100+,480
China,2018,Female,100+,27
China,2019,Female,100+,30
China,2020,Female,100+,34
China,2021,Female,100+,39
India,2018,Female,100+,18
India,2019,Female,100+,21
India,2020,Female,100+,23
India,2021,Female,100+,24
Pakistan,2018,Female,100+,1
Pakistan,2019,Female,100+,1
Pakistan,2020,Female,100+,1
Pakistan,2021,Female,100+,1
Indonesia,2018,Female,100+,2
Indonesia,2019,Female,100+,2
Indonesia,2020,Female,100+,2
Indonesia,2021,Female,100+,2
United States,2018,Female,100+,61
United States,2019,Female,100+,62
United States,2020,Female,100+,65
United States,2021,Female,100+,68
World,2022,Female,100+,512
China,2022,Female,100+,44
India,2022,Female,100+,25
Pakistan,2022,Female,100+,1
Indonesia,2022,Female,100+,2
United States,2022,Female,100+,71
Australia,2018,Female,0-4,765
Australia,2019,Female,0-4,763
Australia,2020,Female,0-4,757
Australia,2021,Female,0-4,748
Australia,2018,Female,45055,781
Australia,2019,Female,45055,787
Australia,2020,Female,45055,789
Australia,2021,Female,45055,790
Australia,2018,Female,45213,737
Australia,2019,Female,45213,756
Australia,2020,Female,45213,772
Australia,2021,Female,45213,781
Australia,2018,Female,15-19,726
Australia,2019,Female,15-19,728
Australia,2020,Female,15-19,727
Australia,2021,Female,15-19,732
Australia,2018,Female,20-24,849
Australia,2019,Female,20-24,851
Australia,2020,Female,20-24,839
Australia,2021,Female,20-24,822
Australia,2018,Female,25-29,938
Australia,2019,Female,25-29,950
Australia,2020,Female,25-29,954
Australia,2021,Female,25-29,949
Australia,2018,Female,30-34,942
Australia,2019,Female,30-34,961
Australia,2020,Female,30-34,977
Australia,2021,Female,30-34,987
Australia,2018,Female,35-39,866
Australia,2019,Female,35-39,898
Australia,2020,Female,35-39,927
Australia,2021,Female,35-39,949
Australia,2018,Female,40-44,803
Australia,2019,Female,40-44,806
Australia,2020,Female,40-44,818
Australia,2021,Female,40-44,837
Australia,2018,Female,45-49,850
Australia,2019,Female,45-49,853
Australia,2020,Female,45-49,848
Australia,2021,Female,45-49,835
Australia,2018,Female,50-54,781
Australia,2019,Female,50-54,787
Australia,2020,Female,50-54,802
Australia,2021,Female,50-54,823
Australia,2018,Female,55-59,779
Australia,2019,Female,55-59,786
Australia,2020,Female,55-59,787
Australia,2021,Female,55-59,784
Australia,2018,Female,60-64,698
Australia,2019,Female,60-64,713
Australia,2020,Female,60-64,729
Australia,2021,Female,60-64,744
Australia,2018,Female,65-69,618
Australia,2019,Female,65-69,630
Australia,2020,Female,65-69,642
Australia,2021,Female,65-69,655
Australia,2018,Female,70-74,516
Australia,2019,Female,70-74,539
Australia,2020,Female,70-74,560
Australia,2021,Female,70-74,576
Australia,2018,Female,75-79,368
Australia,2019,Female,75-79,384
Australia,2020,Female,75-79,402
Australia,2021,Female,75-79,424
Australia,2018,Female,80-84,268
Australia,2019,Female,80-84,278
Australia,2020,Female,80-84,287
Australia,2021,Female,80-84,297
Australia,2018,Female,85-89,184
Australia,2019,Female,85-89,185
Australia,2020,Female,85-89,187
Australia,2021,Female,85-89,190
Australia,2018,Female,90-94,98
Australia,2019,Female,90-94,100
Australia,2020,Female,90-94,102
Australia,2021,Female,90-94,103
Australia,2018,Female,95-99,28
Australia,2019,Female,95-99,30
Australia,2020,Female,95-99,32
Australia,2021,Female,95-99,34
Australia,2018,Female,100+,4
Australia,2019,Female,100+,4
Australia,2020,Female,100+,5
Australia,2021,Female,100+,5
Australia,2022,Female,0-4,743
Australia,2022,Female,45055,787
Australia,2022,Female,45213,787
Australia,2022,Female,15-19,746
Australia,2022,Female,20-24,807
Australia,2022,Female,25-29,941
Australia,2022,Female,30-34,995
Australia,2022,Female,35-39,968
Australia,2022,Female,40-44,861
Australia,2022,Female,45-49,822
Australia,2022,Female,50-54,843
Australia,2022,Female,55-59,780
Australia,2022,Female,60-64,758
Australia,2022,Female,65-69,669
Australia,2022,Female,70-74,584
Australia,2022,Female,75-79,452
Australia,2022,Female,80-84,307
Australia,2022,Female,85-89,195
Australia,2022,Female,90-94,103
Australia,2022,Female,95-99,35
Australia,2022,Female,100+,6
Australia,2018,Male,0-4,809
Australia,2019,Male,0-4,807
Australia,2020,Male,0-4,801
Australia,2021,Male,0-4,791
Australia,2018,Male,45055,823
Australia,2019,Male,45055,829
Australia,2020,Male,45055,831
Australia,2021,Male,45055,833
Australia,2018,Male,45213,779
Australia,2019,Male,45213,798
Australia,2020,Male,45213,813
Australia,2021,Male,45213,823
Australia,2018,Male,15-19,766
Australia,2019,Male,15-19,767
Australia,2020,Male,15-19,765
Australia,2021,Male,15-19,771
Australia,2018,Male,20-24,891
Australia,2019,Male,20-24,894
Australia,2020,Male,20-24,881
Australia,2021,Male,20-24,862
Australia,2018,Male,25-29,942
Australia,2019,Male,25-29,962
Australia,2020,Male,25-29,978
Australia,2021,Male,25-29,981
Australia,2018,Male,30-34,921
Australia,2019,Male,30-34,938
Australia,2020,Male,30-34,957
Australia,2021,Male,30-34,971
Australia,2018,Male,35-39,858
Australia,2019,Male,35-39,887
Australia,2020,Male,35-39,913
Australia,2021,Male,35-39,932
Australia,2018,Male,40-44,795
Australia,2019,Male,40-44,798
Australia,2020,Male,40-44,810
Australia,2021,Male,40-44,829
Australia,2018,Male,45-49,818
Australia,2019,Male,45-49,825
Australia,2020,Male,45-49,825
Australia,2021,Male,45-49,818
Australia,2018,Male,50-54,751
Australia,2019,Male,50-54,754
Australia,2020,Male,50-54,767
Australia,2021,Male,50-54,786
Australia,2018,Male,55-59,749
Australia,2019,Male,55-59,756
Australia,2020,Male,55-59,758
Australia,2021,Male,55-59,754
Australia,2018,Male,60-64,663
Australia,2019,Male,60-64,677
Australia,2020,Male,60-64,692
Australia,2021,Male,60-64,707
Australia,2018,Male,65-69,591
Australia,2019,Male,65-69,596
Australia,2020,Male,65-69,604
Australia,2021,Male,65-69,614
Australia,2018,Male,70-74,498
Australia,2019,Male,70-74,519
Australia,2020,Male,70-74,536
Australia,2021,Male,70-74,547
Australia,2018,Male,75-79,336
Australia,2019,Male,75-79,352
Australia,2020,Male,75-79,370
Australia,2021,Male,75-79,392
Australia,2018,Male,80-84,219
Australia,2019,Male,80-84,229
Australia,2020,Male,80-84,240
Australia,2021,Male,80-84,251
Australia,2018,Male,85-89,128
Australia,2019,Male,85-89,130
Australia,2020,Male,85-89,133
Australia,2021,Male,85-89,138
Australia,2018,Male,90-94,53
Australia,2019,Male,90-94,57
Australia,2020,Male,90-94,59
Australia,2021,Male,90-94,61
Australia,2018,Male,95-99,11
Australia,2019,Male,95-99,12
Australia,2020,Male,95-99,14
Australia,2021,Male,95-99,15
Australia,2018,Male,100+,1
Australia,2019,Male,100+,1
Australia,2020,Male,100+,2
Australia,2021,Male,100+,2
Australia,2022,Male,0-4,785
Australia,2022,Male,45055,830
Australia,2022,Male,45213,829
Australia,2022,Male,15-19,786
Australia,2022,Male,20-24,846
Australia,2022,Male,25-29,978
Australia,2022,Male,30-34,985
Australia,2022,Male,35-39,948
Australia,2022,Male,40-44,854
Australia,2022,Male,45-49,811
Australia,2022,Male,50-54,806
Australia,2022,Male,55-59,749
Australia,2022,Male,60-64,722
Australia,2022,Male,65-69,626
Australia,2022,Male,70-74,551
Australia,2022,Male,75-79,419
Australia,2022,Male,80-84,262
Australia,2022,Male,85-89,144
Australia,2022,Male,90-94,62
Australia,2022,Male,95-99,16
Australia,2022,Male,100+,2
South Africa,2018,Female,0-4,2810
South Africa,2019,Female,0-4,2826
South Africa,2020,Female,0-4,2841
South Africa,2021,Female,0-4,2855
Japan,2018,Female,0-4,2336
Japan,2019,Female,0-4,2251
Japan,2020,Female,0-4,2168
Japan,2021,Female,0-4,2095
Malaysia,2018,Female,0-4,1269
Malaysia,2019,Female,0-4,1264
Malaysia,2020,Female,0-4,1254
Malaysia,2021,Female,0-4,1246
Philippines,2018,Female,0-4,5647
Philippines,2019,Female,0-4,5676
Philippines,2020,Female,0-4,5712
Philippines,2021,Female,0-4,5753
United Kingdom,2018,Female,0-4,1905
United Kingdom,2019,Female,0-4,1874
United Kingdom,2020,Female,0-4,1830
United Kingdom,2021,Female,0-4,1778
South Africa,2018,Female,45055,2767
South Africa,2019,Female,45055,2778
South Africa,2020,Female,45055,2799
South Africa,2021,Female,45055,2802
Japan,2018,Female,45055,2557
Japan,2019,Female,45055,2522
Japan,2020,Female,45055,2487
Japan,2021,Female,45055,2454
Malaysia,2018,Female,45055,1217
Malaysia,2019,Female,45055,1230
Malaysia,2020,Female,45055,1250
Malaysia,2021,Female,45055,1264
Philippines,2018,Female,45055,5547
Philippines,2019,Female,45055,5559
Philippines,2020,Female,45055,5568
Philippines,2021,Female,45055,5580
United Kingdom,2018,Female,45055,2018
United Kingdom,2019,Female,45055,2019
United Kingdom,2020,Female,45055,2014
United Kingdom,2021,Female,45055,2002
South Africa,2018,Female,45213,2501
South Africa,2019,Female,45213,2598
South Africa,2020,Female,45213,2661
South Africa,2021,Female,45213,2708
Japan,2018,Female,45213,2661
Japan,2019,Female,45213,2649
Japan,2020,Female,45213,2639
Japan,2021,Female,45213,2620
Malaysia,2018,Female,45213,1282
Malaysia,2019,Female,45213,1264
Malaysia,2020,Female,45213,1244
Malaysia,2021,Female,45213,1227
Philippines,2018,Female,45213,5354
Philippines,2019,Female,45213,5414
Philippines,2020,Female,45213,5462
Philippines,2021,Female,45213,5495
United Kingdom,2018,Female,45213,1878
United Kingdom,2019,Female,45213,1926
United Kingdom,2020,Female,45213,1970
United Kingdom,2021,Female,45213,2011
South Africa,2018,Female,15-19,2218
South Africa,2019,Female,15-19,2219
South Africa,2020,Female,15-19,2253
South Africa,2021,Female,15-19,2315
Japan,2018,Female,15-19,2868
Japan,2019,Female,15-19,2833
Japan,2020,Female,15-19,2785
Japan,2021,Female,15-19,2737
Malaysia,2018,Female,15-19,1342
Malaysia,2019,Female,15-19,1332
Malaysia,2020,Female,15-19,1321
Malaysia,2021,Female,15-19,1312
Philippines,2018,Female,15-19,5107
Philippines,2019,Female,15-19,5141
Philippines,2020,Female,15-19,5170
Philippines,2021,Female,15-19,5210
United Kingdom,2018,Female,15-19,1790
United Kingdom,2019,Female,15-19,1784
United Kingdom,2020,Female,15-19,1796
United Kingdom,2021,Female,15-19,1827
South Africa,2018,Female,20-24,2529
South Africa,2019,Female,20-24,2448
South Africa,2020,Female,20-24,2367
South Africa,2021,Female,20-24,2290
Japan,2018,Female,20-24,2974
Japan,2019,Female,20-24,2961
Japan,2020,Female,20-24,2952
Japan,2021,Female,20-24,2951
Malaysia,2018,Female,20-24,1412
Malaysia,2019,Female,20-24,1399
Malaysia,2020,Female,20-24,1387
Malaysia,2021,Female,20-24,1379
Philippines,2018,Female,20-24,4875
Philippines,2019,Female,20-24,4923
Philippines,2020,Female,20-24,4977
Philippines,2021,Female,20-24,5018
United Kingdom,2018,Female,20-24,2033
United Kingdom,2019,Female,20-24,2014
United Kingdom,2020,Female,20-24,1990
United Kingdom,2021,Female,20-24,1957
South Africa,2018,Female,25-29,2813
South Africa,2019,Female,25-29,2760
South Africa,2020,Female,25-29,2710
South Africa,2021,Female,25-29,2656
Japan,2018,Female,25-29,3004
Japan,2019,Female,25-29,2976
Japan,2020,Female,25-29,2972
Japan,2021,Female,25-29,2973
Malaysia,2018,Female,25-29,1477
Malaysia,2019,Female,25-29,1477
Malaysia,2020,Female,25-29,1473
Malaysia,2021,Female,25-29,1464
Philippines,2018,Female,25-29,4481
Philippines,2019,Female,25-29,4578
Philippines,2020,Female,25-29,4666
Philippines,2021,Female,25-29,4735
United Kingdom,2018,Female,25-29,2236
United Kingdom,2019,Female,25-29,2221
United Kingdom,2020,Female,25-29,2199
United Kingdom,2021,Female,25-29,2171
South Africa,2018,Female,30-34,2701
South Africa,2019,Female,30-34,2776
South Africa,2020,Female,30-34,2820
South Africa,2021,Female,30-34,2829
Japan,2018,Female,30-34,3347
Japan,2019,Female,30-34,3270
Japan,2020,Female,30-34,3190
Japan,2021,Female,30-34,3132
Malaysia,2018,Female,30-34,1423
Malaysia,2019,Female,30-34,1450
Malaysia,2020,Female,30-34,1471
Malaysia,2021,Female,30-34,1485
Philippines,2018,Female,30-34,3892
Philippines,2019,Female,30-34,3996
Philippines,2020,Female,30-34,4103
Philippines,2021,Female,30-34,4216
United Kingdom,2018,Female,30-34,2241
United Kingdom,2019,Female,30-34,2251
United Kingdom,2020,Female,30-34,2258
United Kingdom,2021,Female,30-34,2266
South Africa,2018,Female,35-39,2106
South Africa,2019,Female,35-39,2230
South Africa,2020,Female,35-39,2338
South Africa,2021,Female,35-39,2441
Japan,2018,Female,35-39,3715
Japan,2019,Female,35-39,3616
Japan,2020,Female,35-39,3535
Japan,2021,Female,35-39,3466
Malaysia,2018,Female,35-39,1212
Malaysia,2019,Female,35-39,1266
Malaysia,2020,Female,35-39,1317
Malaysia,2021,Female,35-39,1362
Philippines,2018,Female,35-39,3527
Philippines,2019,Female,35-39,3579
Philippines,2020,Female,35-39,3633
Philippines,2021,Female,35-39,3694
United Kingdom,2018,Female,35-39,2200
United Kingdom,2019,Female,35-39,2222
United Kingdom,2020,Female,35-39,2227
United Kingdom,2021,Female,35-39,2230
South Africa,2018,Female,40-49,1446
South Africa,2019,Female,40-49,1509
South Africa,2020,Female,40-49,1620
South Africa,2021,Female,40-49,1758
Japan,2018,Female,40-49,4504
Japan,2019,Female,40-49,4313
Japan,2020,Female,40-49,4135
Japan,2021,Female,40-49,3975
Malaysia,2018,Female,40-49,1012
Malaysia,2019,Female,40-49,1040
Malaysia,2020,Female,40-49,1075
Malaysia,2021,Female,40-49,1116
Philippines,2018,Female,40-49,3135
Philippines,2019,Female,40-49,3216
Philippines,2020,Female,40-49,3296
Philippines,2021,Female,40-49,3366
United Kingdom,2018,Female,40-49,2024
United Kingdom,2019,Female,40-49,2029
United Kingdom,2020,Female,40-49,2065
United Kingdom,2021,Female,40-49,2114
South Africa,2018,Female,45-49,1679
South Africa,2019,Female,45-49,1593
South Africa,2020,Female,45-49,1502
South Africa,2021,Female,45-49,1425
Japan,2018,Female,45-49,4651
Japan,2019,Female,45-49,4741
Japan,2020,Female,45-49,4780
Japan,2021,Female,45-49,4750
Malaysia,2018,Female,45-49,924
Malaysia,2019,Female,45-49,938
Malaysia,2020,Female,45-49,953
Malaysia,2021,Female,45-49,969
Philippines,2018,Female,45-49,2793
Philippines,2019,Female,45-49,2842
Philippines,2020,Female,45-49,2892
Philippines,2021,Female,45-49,2947
United Kingdom,2018,Female,45-49,2281
United Kingdom,2019,Female,45-49,2232
United Kingdom,2020,Female,45-49,2175
United Kingdom,2021,Female,45-49,2111
South Africa,2018,Female,50-54,1620
South Africa,2019,Female,50-54,1671
South Africa,2020,Female,50-54,1699
South Africa,2021,Female,50-54,1694
Japan,2018,Female,50-54,4091
Japan,2019,Female,50-54,4165
Japan,2020,Female,50-54,4226
Japan,2021,Female,50-54,4387
Malaysia,2018,Female,50-54,832
Malaysia,2019,Female,50-54,851
Malaysia,2020,Female,50-54,868
Malaysia,2021,Female,50-54,884
Philippines,2018,Female,50-54,2418
Philippines,2019,Female,50-54,2483
Philippines,2020,Female,50-54,2550
Philippines,2021,Female,50-54,2615
United Kingdom,2018,Female,50-54,2370
United Kingdom,2019,Female,50-54,2362
United Kingdom,2020,Female,50-54,2345
United Kingdom,2021,Female,50-54,2331
South Africa,2018,Female,55-59,1190
South Africa,2019,Female,55-59,1254
South Africa,2020,Female,55-59,1322
South Africa,2021,Female,55-59,1387
Japan,2018,Female,55-59,3778
Japan,2019,Female,55-59,3826
Japan,2020,Female,55-59,3904
Japan,2021,Female,55-59,3907
Malaysia,2018,Female,55-59,716
